C3	C2	M2	M3	M4	M5	M6	M7	M8	M9	M10	M12	M14	M15	M16	M17	M18	M19	M20	M21	M23	M24	M25	M26	M27	M28	M29	M30	M31	M33	M35	M36	M37	M38	M39	M40	M41	M43	M44	M45	M46	M47	M48	P2	P3	P4	P5	P6	P7	P8	P9	P10	P12	P14	P15	P16	P17	P18	P19	P20	P21	P23	P24	P25	P26	P27	P28	P29	P30	P31	P33	P35	P36	P37	P38	P39	P40	P41	P43	P44	P45	P46	P47	P48																																																																																				
time	area																																																																																																																																																																						
NA	NA	NA	NA	24.63	3862781.015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.57	18032222.18	NA	NA	NA	NA	22.73	4671848.395	21	1884998.609	NA	NA	NA	NA	NA	NA	NA	NA	21.2	12763673.59	NA	NA	21.3	8426470.121	22.48	20612508.64	NA	NA	26.6	23347448.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30.82	121604849.6	23.52	78171147.58	NA	NA	21.62	12255417.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.82	108414846.6	NA	NA	NA	NA	21.22	4279676.659	NA	NA	NA	NA	22.49	12642387.42	NA	NA	38.49	4104609.189	22.15	4763602.607	22.54	3530756.114	NA	NA	NA	NA	NA	NA	NA	NA	21.35	32256151.75	NA	NA	25.67	4432148.368	20.72	17675930.22	NA	NA	NA	NA	NA	NA	NA	NA	24.88	33458293.01	NA	NA	NA	NA	NA	NA	NA	NA	23.08	28936756.32	23.32	88826178.71	NA	NA	23.08	2511580.038
NA	NA	NA	NA	24.88	6982993.344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.62	27188469.27	NA	NA	NA	NA	22.79	4349073.387	21.11	8880796.618	NA	NA	NA	NA	NA	NA	NA	NA	21.29	43628927.61	NA	NA	21.38	1544084.008	22.63	1500705.09	NA	NA	26.8	37321627.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.15	4005345.238	23.68	3142726.101	NA	NA	21.7	5946154.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.07	3481013.336	NA	NA	NA	NA	21.3	145922590.8	NA	NA	NA	NA	22.55	5312482.263	NA	NA	38.56	1846910.22	22.38	1602912.781	22.63	2921130.89	NA	NA	NA	NA	NA	NA	NA	NA	21.4	36863040.9	NA	NA	26.79	4540976.941	20.81	27390325.19	NA	NA	NA	NA	NA	NA	NA	NA	25.45	3527967.352	NA	NA	NA	NA	NA	NA	NA	NA	23.32	69903948.5	23.39	14789220.29	NA	NA	23.31	12644151.72
NA	NA	NA	NA	25.66	1873678.246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	10863320.22	NA	NA	NA	NA	23.08	7063856.564	21.21	2329218.457	NA	NA	NA	NA	NA	NA	NA	NA	21.35	72630729.53	NA	NA	21.63	12474825.56	22.73	6925176.687	NA	NA	26.91	4097511.988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.21	2521431.214	24.11	45482409.57	NA	NA	22.48	10875317.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.13	7666459.35	NA	NA	NA	NA	21.57	30361128.08	NA	NA	NA	NA	22.63	2128764.258	NA	NA	NA	NA	22.42	1768563.654	22.72	3476890.575	NA	NA	NA	NA	NA	NA	NA	NA	21.49	5823210.352	NA	NA	30.52	5608690.643	20.89	26472546.87	NA	NA	NA	NA	NA	NA	NA	NA	25.67	31145269.18	NA	NA	NA	NA	NA	NA	NA	NA	23.52	3629111.154	23.52	10700096.37	NA	NA	23.52	1327665.811
NA	NA	NA	NA	26.59	3476279.495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8	2933144.323	NA	NA	NA	NA	23.13	1427155.18	21.29	50677906.54	NA	NA	NA	NA	NA	NA	NA	NA	21.4	76429910.57	NA	NA	21.71	3078173.704	22.78	4533782.148	NA	NA	27.7	27169851.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.45	527841124.5	24.27	3774275.472	NA	NA	22.76	5946444.209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.88	2550296.124	NA	NA	NA	NA	21.62	31515152.86	NA	NA	NA	NA	22.72	4730094.373	NA	NA	NA	NA	22.49	37167182.47	22.78	2683009.335	NA	NA	NA	NA	NA	NA	NA	NA	21.62	30680322.08	NA	NA	30.82	4504023.935	20.96	16692277.94	NA	NA	NA	NA	NA	NA	NA	NA	25.84	4336506.278	NA	NA	NA	NA	NA	NA	NA	NA	23.56	4469319.817	23.69	1942281.302	NA	NA	24.11	12751706.2
NA	NA	NA	NA	31.4	10501520.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.12	3580532.223	NA	NA	NA	NA	23.22	29210543.12	21.49	14749754.68	NA	NA	NA	NA	NA	NA	NA	NA	21.49	10294297.31	NA	NA	22.49	10814232.78	22.83	2019500.034	NA	NA	28.03	6782210.545	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32.63	8172861.434	24.33	3701050.345	NA	NA	23.31	12077059.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.92	5606187.32	NA	NA	NA	NA	21.7	10906594.45	NA	NA	NA	NA	22.78	3856778.225	NA	NA	NA	NA	22.56	20995328.32	23.31	10951388.45	NA	NA	NA	NA	NA	NA	NA	NA	21.7	7463236.121	NA	NA	31.42	13242069.64	21.11	17151966.16	NA	NA	NA	NA	NA	NA	NA	NA	26.06	5285662.09	NA	NA	NA	NA	NA	NA	NA	NA	23.93	4372438.322	23.81	2803758.997	NA	NA	24.26	4238665.2
NA	NA	NA	NA	33.63	3080553.806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.37	2690635.481	NA	NA	NA	NA	23.31	19071981.12	21.57	14158847.18	NA	NA	NA	NA	NA	NA	NA	NA	21.56	12109238.89	NA	NA	22.56	1280079.045	23	3139003.667	NA	NA	29.02	6472193.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33.67	23194646.15	24.43	59688042.44	NA	NA	24.1	8269921.774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.56	12657454.62	NA	NA	NA	NA	22.36	1510118.202	NA	NA	NA	NA	23.32	14373896.19	NA	NA	NA	NA	22.73	12721411.56	24.1	9203210.985	NA	NA	NA	NA	NA	NA	NA	NA	21.83	2601941.279	NA	NA	33.62	12116395.3	21.21	3586630.388	NA	NA	NA	NA	NA	NA	NA	NA	26.34	3043529.086	NA	NA	NA	NA	NA	NA	NA	NA	24.11	51675884.85	23.9	4419807.138	NA	NA	24.42	12434661.96
NA	NA	NA	NA	35.79	30233969.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.48	38365613.68	NA	NA	NA	NA	24.11	8076353.369	21.62	18655946.87	NA	NA	NA	NA	NA	NA	NA	NA	21.62	34641498.05	NA	NA	22.59	2291182.021	23.04	4942233.195	NA	NA	30.53	4090075.266	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.12	2868110.848	24.6	9568231.325	NA	NA	24.43	6023682.724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.54	11913216.05	NA	NA	NA	NA	22.48	46814948.13	NA	NA	NA	NA	24.11	16129763.25	NA	NA	NA	NA	22.79	9543006.122	24.25	1308601.499	NA	NA	NA	NA	NA	NA	NA	NA	21.89	961713.527	NA	NA	35.82	144511225.7	21.3	73973662.7	NA	NA	NA	NA	NA	NA	NA	NA	26.51	7269434.002	NA	NA	NA	NA	NA	NA	NA	NA	24.27	16152503.33	24.11	68660494.99	NA	NA	24.67	3992753.575
NA	NA	NA	NA	35.94	4209826.337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.63	3214212.767	NA	NA	NA	NA	24.44	6457578.038	21.7	5860840.781	NA	NA	NA	NA	NA	NA	NA	NA	21.7	10264324.22	NA	NA	23.32	12146771.11	23.31	15867226.85	NA	NA	30.67	6336008.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.33	5940828.628	24.66	9282741.499	NA	NA	24.86	4794676.992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.72	12457553.28	NA	NA	NA	NA	24.43	9053235.696	NA	NA	NA	NA	23.01	6592852.661	24.42	11250543.3	NA	NA	NA	NA	NA	NA	NA	NA	22.48	20335714.33	NA	NA	36.08	6419993.585	21.52	8887836.448	NA	NA	NA	NA	NA	NA	NA	NA	26.59	8477654.378	NA	NA	NA	NA	NA	NA	NA	NA	24.32	8213889.358	24.27	5820476.205	NA	NA	24.86	9461141.639
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.72	12785674.5	NA	NA	NA	NA	24.65	6310760.014	22.48	26342938.51	NA	NA	NA	NA	NA	NA	NA	NA	22.12	5614050.862	NA	NA	24.11	13078911.53	23.39	2336259.599	NA	NA	30.83	47695394.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.85	247382347.9	24.72	3271715.926	NA	NA	25.66	2571436.432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.78	13658370.8	NA	NA	NA	NA	24.87	8145891.792	NA	NA	NA	NA	23.08	11140963.24	24.87	5211564.976	NA	NA	NA	NA	NA	NA	NA	NA	22.55	3285008.696	NA	NA	36.13	3348074.743	21.57	23245224.2	NA	NA	NA	NA	NA	NA	NA	NA	26.8	568110437.6	NA	NA	NA	NA	NA	NA	NA	NA	24.43	53483314.72	24.33	5208489.558	NA	NA	25.66	5261215.108
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.78	7944762.426	NA	NA	NA	NA	24.72	3988042.969	22.61	9728759.316	NA	NA	NA	NA	NA	NA	NA	NA	22.33	1939046.928	NA	NA	24.43	2763542.674	24.11	20716490.84	NA	NA	31.12	5713879.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.12	29884019.8	24.78	3939664.763	NA	NA	26.78	60117957.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6275576.197	NA	NA	NA	NA	25.67	6823746.386	NA	NA	NA	NA	23.14	3067762.614	25.66	4420198.473	NA	NA	NA	NA	NA	NA	NA	NA	22.58	945120.433	NA	NA	36.18	6794029.112	21.62	28755488.65	NA	NA	NA	NA	NA	NA	NA	NA	27.03	4466502.124	NA	NA	NA	NA	NA	NA	NA	NA	24.56	9335190.976	24.43	24761668.81	NA	NA	26.33	2001127.935
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.85	4904147.414	NA	NA	NA	NA	24.88	14027244.89	22.73	8291028.587	NA	NA	NA	NA	NA	NA	NA	NA	22.48	33987416.07	NA	NA	24.88	6931292.018	24.25	2897075.983	NA	NA	31.43	255914654.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.91	10200785.39	24.88	33651914.43	NA	NA	30.79	8652311.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.06	11045503.4	NA	NA	NA	NA	26.59	2457322.646	NA	NA	NA	NA	23.22	13314353.37	26.59	2022045.718	NA	NA	NA	NA	NA	NA	NA	NA	22.61	1288965.445	NA	NA	36.89	8501699.111	21.7	9257938.762	NA	NA	NA	NA	NA	NA	NA	NA	27.08	3177170.102	NA	NA	NA	NA	NA	NA	NA	NA	24.66	11910082.97	24.55	4123667.37	NA	NA	26.43	3858226.4
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	6979487.573	NA	NA	NA	NA	25.01	5019019.356	22.79	6379563.959	NA	NA	NA	NA	NA	NA	NA	NA	22.54	9668840.337	NA	NA	25.67	6676555.26	24.43	14869070.58	NA	NA	33.23	3295696.145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.96	6573025.108	24.97	9205633.748	NA	NA	31.41	206439367.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.13	2270726.474	NA	NA	NA	NA	26.79	47403324.12	NA	NA	NA	NA	23.32	56633099.27	26.78	97935200.02	NA	NA	NA	NA	NA	NA	NA	NA	22.76	26334983.37	NA	NA	37.05	4916320.944	21.81	3346472.652	NA	NA	NA	NA	NA	NA	NA	NA	27.69	7506798.523	NA	NA	NA	NA	NA	NA	NA	NA	24.72	4368061.379	24.59	5429591.813	NA	NA	26.59	3259613.777
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.08	9542687.309	NA	NA	NA	NA	25.67	4928693.455	22.84	1649015.794	NA	NA	NA	NA	NA	NA	NA	NA	22.76	47880959.04	NA	NA	26.59	2246091.194	24.87	8132139.8	NA	NA	33.65	188884797.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.09	7572596.776	25.16	3070586.201	NA	NA	31.6	2999132.011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.31	38671869.3	NA	NA	NA	NA	27.69	2817900.591	NA	NA	NA	NA	23.4	13618075.39	26.92	1970825.91	NA	NA	NA	NA	NA	NA	NA	NA	22.97	5858048.676	NA	NA	37.57	18122903.29	22.13	3369723.122	NA	NA	NA	NA	NA	NA	NA	NA	27.78	5916591.106	NA	NA	NA	NA	NA	NA	NA	NA	24.78	3269186.899	24.66	12103671.63	NA	NA	26.79	392220036.1
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.13	1788310.071	NA	NA	NA	NA	26.6	6363387.373	23	4251819.572	NA	NA	NA	NA	NA	NA	NA	NA	22.87	2455810.32	NA	NA	26.79	5004448.61	25.66	11812406.42	NA	NA	33.92	10252279.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.6	34858807.1	25.35	1677351.362	NA	NA	33.6	19497992.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.39	4931715.638	NA	NA	NA	NA	30.82	4439080.095	NA	NA	NA	NA	24.11	37984424.75	27.68	2175023.568	NA	NA	NA	NA	NA	NA	NA	NA	23.07	4041702.051	NA	NA	38.52	13400613.35	22.37	1886608.393	NA	NA	NA	NA	NA	NA	NA	NA	28	90348232.39	NA	NA	NA	NA	NA	NA	NA	NA	24.88	38241522.56	24.72	4078609.796	NA	NA	27.03	1008239.645
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.31	32403773.46	NA	NA	NA	NA	26.79	11609846.14	23.04	8287589.891	NA	NA	NA	NA	NA	NA	NA	NA	22.97	11793514.7	NA	NA	27.7	1981250.861	26.51	1450765.906	NA	NA	34.28	44305910.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.56	27953739.24	25.67	17715021.03	NA	NA	35.8	223164718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	49386789.7	NA	NA	NA	NA	31.41	24648388.95	NA	NA	NA	NA	24.26	2864095.387	29.02	3000568.546	NA	NA	NA	NA	NA	NA	NA	NA	23.31	22247785.42	NA	NA	NA	NA	22.41	1806827.615	NA	NA	NA	NA	NA	NA	NA	NA	28.77	3559596.792	NA	NA	NA	NA	NA	NA	NA	NA	25	3630280.474	24.78	4520640.317	NA	NA	27.05	852755.441
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.39	4921468.144	NA	NA	NA	NA	30.52	3965862.794	23.31	21443142.65	NA	NA	NA	NA	NA	NA	NA	NA	23.07	5195219.801	NA	NA	30.53	7629976.381	26.58	2619118.152	NA	NA	35.42	20019318.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.84	1672106.107	NA	NA	36.07	14036451.37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.26	11809748.09	NA	NA	NA	NA	33.64	11822643.3	NA	NA	NA	NA	24.43	22250614.76	30.78	1325183.156	NA	NA	NA	NA	NA	NA	NA	NA	23.39	2744892.326	NA	NA	NA	NA	22.48	43107997.49	NA	NA	NA	NA	NA	NA	NA	NA	29.04	5254181.864	NA	NA	NA	NA	NA	NA	NA	NA	25.07	3881865.93	24.88	53091327.23	NA	NA	27.07	2594142.49
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.52	4453448.374	NA	NA	NA	NA	31.43	49841015.68	23.4	2008489.945	NA	NA	NA	NA	NA	NA	NA	NA	23.14	1778649.859	NA	NA	30.83	7476745.615	26.78	60193878.97	NA	NA	35.89	1874476370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.6	14318559.99	NA	NA	36.2	3211320.383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.43	111699136.8	NA	NA	NA	NA	35.83	140657781.3	NA	NA	NA	NA	24.59	2092938.328	30.8	2495309.201	NA	NA	NA	NA	NA	NA	NA	NA	23.51	1476696.174	NA	NA	NA	NA	22.72	12192569.07	NA	NA	NA	NA	NA	NA	NA	NA	30.52	10302672.01	NA	NA	NA	NA	NA	NA	NA	NA	25.67	19161110.27	25	7052641.379	NA	NA	27.67	5908185.497
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.81	4942542.868	NA	NA	NA	NA	35.83	49061878.39	23.51	1759786.965	NA	NA	NA	NA	NA	NA	NA	NA	23.3	38673232.4	NA	NA	31.43	45280786.05	27.67	5352530.685	NA	NA	36.12	126586710.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26.79	48757585.78	NA	NA	36.85	10782387.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.59	9582568.048	NA	NA	NA	NA	36.09	9159955.585	NA	NA	NA	NA	24.67	5227384.671	31.39	33683344.71	NA	NA	NA	NA	NA	NA	NA	NA	24.1	21025524.88	NA	NA	NA	NA	22.78	8133116.456	NA	NA	NA	NA	NA	NA	NA	NA	30.8	35248272.17	NA	NA	NA	NA	NA	NA	NA	NA	26.59	25682251.54	25.07	5862456.692	NA	NA	28	8742017.991
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.1	47278579.52	NA	NA	NA	NA	36.02	1045895.61	23.68	5403519.934	NA	NA	NA	NA	NA	NA	NA	NA	24.1	39324603.74	NA	NA	33.64	15631211.19	28	3291863.755	NA	NA	36.49	5435747.605	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27.7	6699795.64	NA	NA	36.98	4186804.599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.64	11280266.83	NA	NA	NA	NA	36.2	6657061.892	NA	NA	NA	NA	24.72	4924302.025	33.6	12861273.22	NA	NA	NA	NA	NA	NA	NA	NA	24.26	1470282.334	NA	NA	NA	NA	22.85	3282802.102	NA	NA	NA	NA	NA	NA	NA	NA	31.08	5785934.494	NA	NA	NA	NA	NA	NA	NA	NA	26.79	5269737.468	25.36	1711924.153	NA	NA	28.15	4291011.279
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.26	7945999.036	NA	NA	NA	NA	36.11	4985098.518	24.1	29290000.35	NA	NA	NA	NA	NA	NA	NA	NA	24.18	970641.248	NA	NA	34.22	1682019.5	29.02	2630121.682	NA	NA	36.9	138312822.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.01	10841123.89	NA	NA	37.07	1757356.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.87	22607457.25	NA	NA	NA	NA	36.88	9372152.716	NA	NA	NA	NA	24.88	27998182.09	35.79	139320337.8	NA	NA	NA	NA	NA	NA	NA	NA	24.42	16605756.5	NA	NA	NA	NA	23	5786338.567	NA	NA	NA	NA	NA	NA	NA	NA	31.13	2482864.823	NA	NA	NA	NA	NA	NA	NA	NA	27.61	2784393.406	25.44	1946046.41	NA	NA	28.75	6666066.594
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.33	3655758.924	NA	NA	NA	NA	NA	NA	24.25	2682754.23	NA	NA	NA	NA	NA	NA	NA	NA	24.25	9522679.471	NA	NA	34.27	6661231.911	30.5	2998495.712	NA	NA	37.08	63383156.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.76	10798264.92	NA	NA	37.55	22147760.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.96	4781835.209	NA	NA	NA	NA	37.06	4707097.513	NA	NA	NA	NA	24.96	2766789.945	36.07	10689509.3	NA	NA	NA	NA	NA	NA	NA	NA	24.67	9149788.296	NA	NA	NA	NA	23.05	9373790.407	NA	NA	NA	NA	NA	NA	NA	NA	31.42	182646917.7	NA	NA	NA	NA	NA	NA	NA	NA	27.7	5042277.268	25.67	19600843.4	NA	NA	28.86	3413960.891
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.42	33159483.95	NA	NA	NA	NA	NA	NA	24.31	2313562.57	NA	NA	NA	NA	NA	NA	NA	NA	24.33	2903498.056	NA	NA	35.83	191579076.5	30.78	21885306.11	NA	NA	37.59	174716933.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.03	8587008.58	NA	NA	38.47	18643871.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.07	3160101.992	NA	NA	NA	NA	37.55	18150825.95	NA	NA	NA	NA	25	3348136.084	36.18	3280991.338	NA	NA	NA	NA	NA	NA	NA	NA	24.87	12324227.81	NA	NA	NA	NA	23.31	29406573.65	NA	NA	NA	NA	NA	NA	NA	NA	33.63	98327467.34	NA	NA	NA	NA	NA	NA	NA	NA	27.77	5065699.582	26.05	2631053.788	NA	NA	29.04	9059048.289
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.59	5083866.576	NA	NA	NA	NA	NA	NA	24.42	15832053.1	NA	NA	NA	NA	NA	NA	NA	NA	24.42	51896155.59	NA	NA	36.13	18763092.15	31.41	162647307.3	NA	NA	38.23	4618901.951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.16	9750418.649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.1	1873062.288	NA	NA	NA	NA	38.52	13819486.87	NA	NA	NA	NA	25.67	12448046.68	36.85	4072404.896	NA	NA	NA	NA	NA	NA	NA	NA	24.92	1695675.764	NA	NA	NA	NA	23.4	2763208.299	NA	NA	NA	NA	NA	NA	NA	NA	34.26	20838518.51	NA	NA	NA	NA	NA	NA	NA	NA	28.03	15425667.03	26.35	3308110.255	NA	NA	29.13	3557588.851
